code,chinese_name,english_name
A52.19,其他症狀性神經梅毒,Other symptomatic neurosyphilis
A52.2,無症狀神經性梅毒,Asymptomatic neurosyphilis
A52.3,神經性梅毒,"Neurosyphilis, unspecified"
A52.7,其他症狀性神經晚期梅毒,Other symptomatic late syphilis
A52.71,晚期梅毒性眼病變,Late syphilitic oculopathy
A52.72,肺及支氣管梅毒,Syphilis of lung and bronchus
A52.73,其他呼吸器官之症狀性晚期梅毒,Symptomatic late syphilis of other respiratory organs
A52.74,肝及其他臟器之梅毒,Syphilis of liver and other viscera
A52.75,腎及輸尿管梅毒,Syphilis of kidney and ureter
A52.76,其他泌尿生殖器之症狀性晚期梅毒,Other genitourinary symptomatic late syphilis
A52.77,骨及關節梅毒,Syphilis of bone and joint
A52.78,其他肌肉骨骼組織梅毒,Syphilis of other musculoskeletal tissue
A52.79,其他型有症狀晚期梅毒,Other symptomatic late syphilis
A52.8,潛伏性晚期梅毒,"Late syphilis, latent"
A52.9,晚期梅毒,"Late syphilis, unspecified"
A53,其他及未明示梅毒,Other and unspecified syphilis
A53.0,未明示早期或晚期的潛伏性梅毒,"Latent syphilis, unspecified as early or late"
A53.9,梅毒,"Syphilis, unspecified"
A54,淋病雙球菌感染,Gonococcal infection
A54.0,未伴有尿道周圍或附屬腺體膿瘍之下生殖泌尿道淋病雙球菌感染,Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess
A54.00,下生殖泌尿道淋病雙球菌感染,"Gonococcal infection of lower genitourinary tract, unspecified"
A54.01,淋病雙球菌性膀胱炎及尿道炎，未明示,"Gonococcal cystitis and urethritis, unspecified"
A54.02,淋病雙球菌性外陰陰道炎,"Gonococcal vulvovaginitis, unspecified"
A54.03,淋病雙球菌性子宮頸炎,"Gonococcal cervicitis, unspecified"
A54.09,其他下生殖泌尿道淋病雙球菌感染,Other gonococcal infection of lower genitourinary tract
A54.1,伴有尿道周圍及附屬腺體膿瘍之下生殖泌尿道淋病雙球菌感染,Gonococcal infection of lower genitourinary tract with periurethral and accessory gland abscess
A54.2,盆腔腹膜炎淋病雙球菌及其他生殖泌尿道淋病雙球菌感染,Gonococcal pelviperitonitis and other gonococcal genitourinary infection
A54.21,腎及輸尿管淋病雙球菌感染,Gonococcal infection of kidney and ureter
A54.22,淋病雙球菌性攝護腺炎,Gonococcal prostatitis
A54.23,其他男性生殖器官淋病雙球菌感染,Gonococcal infection of other male genital organs
A54.24,淋病雙球菌性女性骨盆腔炎性疾病,Gonococcal female pelvic inflammatory disease
A54.29,其他生殖泌尿道淋病雙球菌感染,Other gonococcal genitourinary infections
A54.3,眼淋病雙球菌感染,Gonococcal infection of eye
A54.30,眼淋病雙球菌感染,"Gonococcal infection of eye, unspecified"
A54.31,淋病雙球菌性結膜炎,Gonococcal conjunctivitis
A54.32,淋病雙球菌性虹膜炎,Gonococcal iridocyclitis
A54.33,淋病雙球菌性角膜炎,Gonococcal keratitis
A54.39,其他眼淋病雙球菌感染,Other gonococcal eye infection
A54.4,肌肉骨骼系統淋病雙球菌感染,Gonococcal infection of musculoskeletal system
A54.40,肌肉骨骼系統淋病雙球菌感染,"Gonococcal infection of musculoskeletal system, unspecified"
A54.41,淋病雙球菌性脊椎疾病,Gonococcal spondylopathy
A54.42,淋病雙球菌性關節炎,Gonococcal arthritis
A54.43,淋病雙球菌性骨髓炎,Gonococcal osteomyelitis
A54.49,其他肌肉骨髂組織淋病雙球菌感染,Gonococcal infection of other musculoskeletal tissue
A54.5,淋病雙球菌性咽炎,Gonococcal pharyngitis
A54.6,肛門及直腸淋病雙球菌感染,Gonococcal infection of anus and rectum
A54.8,其他淋病雙球菌感染,Other gonococcal infections
A54.81,淋病雙球菌性腦膜炎,Gonococcal meningitis
A54.82,淋病雙球菌性腦膿瘍,Gonococcal brain abscess
A54.83,淋病雙球菌性心臟感染,Gonococcal heart infection
A54.84,淋病雙球菌性肺炎,Gonococcal pneumonia
A54.85,淋病雙球菌性腹膜炎,Gonococcal peritonitis
A54.86,淋病雙球菌性敗血症,Gonococcal sepsis
A54.89,其他淋病雙球菌感染,Other gonococcal infections
A54.9,淋病雙球菌感染,"Gonococcal infection, unspecified"
A55,披衣菌性淋巴肉芽腫,Chlamydial lymphogranuloma (venereum)
A56,其他性傳播披衣菌疾病,Other sexually transmitted chlamydial diseases
A56.0,下生殖泌尿道披衣菌感染,Chlamydial infection of lower genitourinary tract
A56.00,下生殖泌尿道披衣菌感染,"Chlamydial infection of lower genitourinary tract, unspecified"
A56.01,披衣菌性膀胱炎和尿道炎,Chlamydial cystitis and urethritis
A56.02,披衣菌性外陰道炎,Chlamydial vulvovaginitis
A56.09,其他下生殖泌尿道披衣菌感染,Other chlamydial infection of lower genitourinary tract
A56.1,盆腔腹膜炎及其他生殖泌尿器官披衣菌感染,Chlamydial infection of pelviperitoneum and other genitourinary organs
A56.11,披衣菌性骨盆腔發炎疾病,Chlamydial female pelvic inflammatory disease
A56.19,其他生殖泌尿道披衣菌感染,Other chlamydial genitourinary infection
A56.2,生殖泌尿道披衣菌感染,"Chlamydial infection of genitourinary tract, unspecified"
A56.3,肛門及直腸披衣菌感染,Chlamydial infection of anus and rectum
A56.4,咽披衣菌感染,Chlamydial infection of pharynx
A56.8,其他部位經性行為傳播之披衣菌性感染,Sexually transmitted chlamydial infection of other sites
A57,軟性下疳,Chancroid
A58,腹股溝肉芽腫,Granuloma inguinale
A59,滴蟲病,Trichomoniasis
A59.0,泌尿生殖道滴蟲病,Urogenital trichomoniasis
A59.00,泌尿生殖道滴蟲病,"Urogenital trichomoniasis, unspecified"
A59.01,滴蟲感染之女陰陰道炎,Trichomonal vulvovaginitis
A59.02,滴蟲感染之攝護腺炎,Trichomonal prostatitis
A59.03,滴蟲感染之膀胱炎和尿道炎,Trichomonal cystitis and urethritis
A59.09,其他生殖泌尿道滴蟲病,Other urogenital trichomoniasis
A59.8,其他部位之滴蟲病,Trichomoniasis of other sites
A59.9,滴蟲病,"Trichomoniasis, unspecified"
A60,肛門生殖器疱疹病毒性 [單純疱疹] 感染,Anogenital herpesviral [herpes simplex] infections
A60.0,疱疹病毒性生殖器及生殖泌尿道感染,Herpesviral infection of genitalia and urogenital tract
A60.00,泌尿生殖系統疱疹病毒性感染,"Herpesviral infection of urogenital system, unspecified"
A60.01,陰莖疱疹病毒性感染,Herpesviral infection of penis
A60.02,其他男性生殖器官疱疹病毒性感染,Herpesviral infection of other male genital organs
A60.03,疱疹病毒性子宮頸炎,Herpesviral cervicitis
A60.04,疱疹病毒性外陰陰道炎,Herpesviral vulvovaginitis
A60.09,其他疱疹病毒性生殖泌尿道感染,Herpesviral infection of other urogenital tract
A60.1,肛周皮膚和直腸疱疹病毒性感染,Herpesviral infection of perianal skin and rectum
A60.9,肛門生殖器疱疹病毒性感染,"Anogenital herpesviral infection, unspecified"
A63,其他主要經性行為傳播之疾病，他處未歸類者,"Other predominantly sexually transmitted diseases, not elsewhere classified"
A63.0,肛門生殖器疣,Anogenital (venereal) warts
A63.8,其他特定主要經性行為傳播之疾病,Other specified predominantly sexually transmitted diseases
A64,經性行為傳播之疾病,Unspecified sexually transmitted disease
A65,非性病梅毒,Nonvenereal syphilis
A66,雅司病,Yaws
A66.0,雅司病初期病灶,Initial lesions of yaws
A66.1,多發性乳頭瘤及濕蟹雅司病,Multiple papillomata and wet crab yaws
A66.2,雅司病其他早期皮膚病灶,Other early skin lesions of yaws
A66.3,雅司病皮膚過度角化症,Hyperkeratosis of yaws
A66.4,雅司病橡皮腫及潰瘍,Gummata and ulcers of yaws
A66.5,雅司病毀形性鼻咽炎(干戈薩),Gangosa
A66.6,雅司病骨及關節病灶,Bone and joint lesions of yaws
A66.7,雅司病其他表徵,Other manifestations of yaws
A66.8,潛伏性雅司病,Latent yaws
A66.9,雅司病,"Yaws, unspecified"
A67,品他病 [品他病],Pinta [carate]
A67.0,品他病初期病灶,Primary lesions of pinta
A67.1,品他病中期病灶,Intermediate lesions of pinta
A67.2,品他病晚期病灶,Late lesions of pinta
A67.3,品他病混合病灶,Mixed lesions of pinta
A67.9,品他病,"Pinta, unspecified"
A68,回歸熱,Relapsing fevers
A68.0,蝨媒介之回歸熱,Louse-borne relapsing fever
A68.1,壁蝨媒介之回歸熱,Tick-borne relapsing fever
A68.9,回歸熱,"Relapsing fever, unspecified"
A69,其他螺旋體感染,Other spirochetal infections
A69.0,壞死性潰瘍性口炎,Necrotizing ulcerative stomatitis
A69.1,其他Vincent氏感染,Other Vincent's infections
A69.2,萊姆病,Lyme disease
A69.20,萊姆病,"Lyme disease, unspecified"
A69.21,萊姆病所致之腦膜炎,Meningitis due to Lyme disease
A69.22,萊姆病所致之其他神經系統疾患,Other neurologic disorders in Lyme disease
A69.23,萊姆病所致之關節炎,Arthritis due to Lyme disease
A69.29,與萊姆病相關之其他病況,Other conditions associated with Lyme disease
A69.8,其他特定螺旋體感染,Other specified spirochetal infections
A69.9,螺旋體感染,"Spirochetal infection, unspecified"
A70,鸚鵡熱披衣菌感染,Chlamydia psittaci infections
A71,砂眼,Trachoma
A71.0,初期砂眼,Initial stage of trachoma
A71.1,活動期砂眼,Active stage of trachoma
A71.9,砂眼,"Trachoma, unspecified"
A74,其他疾病所致之披衣菌,Other diseases caused by chlamydiae
A74.0,披衣菌結膜炎,Chlamydial conjunctivitis
A74.8,其他披衣菌疾病,Other chlamydial diseases
A74.81,披衣菌性腹膜炎,Chlamydial peritonitis
A74.89,其他披衣菌疾病,Other chlamydial diseases
A74.9,披衣菌感染,"Chlamydial infection, unspecified"
A75,斑疹傷寒熱,Typhus fever
A75.0,普氏立克次體所致之蝨媒介流行性斑疹傷寒,Epidemic louse-borne typhus fever due to Rickettsia prowazekii
A75.1,再發性斑疹傷寒[Brill氏病],Recrudescent typhus [Brill's disease]
A75.2,斑疹傷寒立克次體所致之斑疹傷寒熱,Typhus fever due to Rickettsia typhi
A75.3,恙蟲立克次體所致之斑疹傷寒熱,Typhus fever due to Rickettsia tsutsugamushi
A75.9,斑疹傷寒熱,"Typhus fever, unspecified"
A77,班疹熱[蜱媒介的立克次體病],Spotted fever [tick-borne rickettsioses]
A77.0,立克次氏立克次體所致之班疹熱,Spotted fever due to Rickettsia rickettsii
A77.1,南歐斑疹熱立克次體所致之斑疹熱,Spotted fever due to Rickettsia conorii
A77.2,西伯利亞立克次體所致之斑疹熱,Spotted fever due to Rickettsia siberica
A77.3,澳洲立克次體所致之斑疹熱,Spotted fever due to Rickettsia australis
A77.4,艾利希體症,Ehrlichiosis
A77.40,未明示艾利希體症,"Ehrlichiosis, unspecified"
A77.41,艾利希體症皮膚炎,Ehrlichiosis chafeensis [E. chafeensis]
A77.49,其他艾利希體症,Other ehrlichiosis
A77.8,其他斑疹熱,Other spotted fevers
A77.9,斑疹熱,"Spotted fever, unspecified"
A78,Q熱病,Q fever
A79,其他立克次體病,Other rickettsioses
A79.0,戰壕熱,Trench fever
A79.1,螨立克次體所致之立克次體痘,Rickettsialpox due to Rickettsia akari
A79.8,其他特定立克次體病,Other specified rickettsioses
A79.81,桑化艾利希氏體所致之立克次體病,Rickettsiosis due to Ehrlichia sennetsu
A79.82,無形體病[嗜吞噬球無形體],Anaplasmosis [A. phagocytophilum]
A79.89,其他特定之立克次體疾病,Other specified rickettsioses
A79.9,立克次體疾病,"Rickettsiosis, unspecified"
A80,急性脊髓灰白質炎,Acute poliomyelitis
A80.0,急性麻痺性脊髓灰白質炎，與疫苗相關者,"Acute paralytic poliomyelitis, vaccine-associated"
A80.1,急性麻痺性脊髓灰白質炎，野生型病毒，移入性,"Acute paralytic poliomyelitis, wild virus, imported"
A80.2,急性麻痺性脊髓灰白質炎，野生型病毒，本土性,"Acute paralytic poliomyelitis, wild virus, indigenous"
A80.3,急性麻痺性脊髓灰白質炎、其他及未明示,"Acute paralytic poliomyelitis, other and unspecified"
A80.30,急性麻痺性脊髓灰白質炎,"Acute paralytic poliomyelitis, unspecified"
A80.39,其他急性麻痺脊髓灰白質炎,Other acute paralytic poliomyelitis
A80.4,急性非麻痺性脊髓灰白質炎,Acute nonparalytic poliomyelitis
A80.9,急性脊髓灰白質炎,"Acute poliomyelitis, unspecified"
A81,非典性中樞神經系統病毒感染,Atypical virus infections of central nervous system
A81.0,庫賈氏(Creutzfeldt-Jkob)病,Creutzfeldt-Jakob disease
A81.00,庫賈氏(Creutzfeldt-Jakob)病,"Creutzfeldt-Jakob disease, unspecified"
A81.01,新變異型庫賈氏(Creutzfeldt-Jakob)病,Variant Creutzfeldt-Jakob disease
A81.09,其他庫賈氏(Creutzfeldt-Jakob)病,Other Creutzfeldt-Jakob disease
A81.1,亞急性硬化性泛腦炎,Subacute sclerosing panencephalitis
A81.2,進行性多發型腦白質病變,Progressive multifocal leukoencephalopathy
A81.8,其他非典型中樞神經系統病毒感染,Other atypical virus infections of central nervous system
A81.81,克魯病,Kuru
A81.82,格斯待曼氏綜合徵候群,Gerstmann-Straussler-Scheinker syndrome
A81.83,致死性家族失眠症,Fatal familial insomnia
A81.89,其他非典型中樞神經系統病毒感染,Other atypical virus infections of central nervous system
A81.9,非典型中樞神經系統病毒感染,"Atypical virus infection of central nervous system, unspecified"
A82,狂犬病,Rabies
A82.0,森林型狂犬病,Sylvatic rabies
A82.1,都市型狂犬病,Urban rabies
A82.9,狂犬病,"Rabies, unspecified"
A83,蚊媒介病毒性腦炎,Mosquito-borne viral encephalitis
A83.0,日本腦炎,Japanese encephalitis
A83.1,西方馬型腦炎,Western equine encephalitis
A83.2,東方馬型腦炎,Eastern equine encephalitis
A83.3,聖路易斯腦炎,St Louis encephalitis
A83.4,澳洲腦炎,Australian encephalitis
A83.5,加州腦炎,California encephalitis
A83.6,洛西歐病毒疾病,Rocio virus disease
A83.8,其他蚊媒介病毒性腦炎,Other mosquito-borne viral encephalitis
A83.9,蚊媒介病毒性腦炎,"Mosquito-borne viral encephalitis, unspecified"
A84,壁蝨媒介腦炎,Tick-borne viral encephalitis
A84.0,遠東壁蝨媒介腦炎(蘇俄春夏腦炎),Far Eastern tick-borne encephalitis [Russian spring-summer encephalitis]
A84.1,中歐壁蝨媒介腦炎,Central European tick-borne encephalitis
A84.8,其他壁蝨媒介病毒性腦炎,Other tick-borne viral encephalitis
A84.81,波瓦桑病毒,Powassan virus disease
A84.89,其他壁蝨媒介病毒性腦炎,Other tick-borne viral encephalitis
A84.9,壁蝨媒介之病毒性腦炎,"Tick-borne viral encephalitis, unspecified"
A85,其他病毒性腦炎、他處未歸類者,"Other viral encephalitis, not elsewhere classified"
A85.0,腸病毒性腦炎,Enteroviral encephalitis
A85.1,腺病毒性腦炎,Adenoviral encephalitis
A85.2,節肢動物媒介之病毒性腦炎,"Arthropod-borne viral encephalitis, unspecified"
A85.8,其他特定病毒性腦炎,Other specified viral encephalitis
A86,病毒性腦炎,Unspecified viral encephalitis
A87,病毒性腦膜炎,Viral meningitis
A87.0,腸病毒性腦膜炎,Enteroviral meningitis
A87.1,腺病毒性腦膜炎,Adenoviral meningitis
A87.2,淋巴球性脈絡叢腦膜炎,Lymphocytic choriomeningitis
A87.8,其他病毒性腦膜炎,Other viral meningitis
A87.9,病毒性腦膜炎,"Viral meningitis, unspecified"
A88,中樞神經系統其他病毒感染、他處未歸類者,"Other viral infections of central nervous system, not elsewhere classified"
A88.0,腸病毒性疹熱[波士頓疹],Enteroviral exanthematous fever [Boston exanthem]
A88.1,流行性眩暈,Epidemic vertigo
A88.8,中樞神經系統其他特定病毒性感染,Other specified viral infections of central nervous system
A89,中樞神經系統病毒性感染,Unspecified viral infection of central nervous system
A90,登革熱[典型登革熱],Dengue fever [classical dengue]
A91,登革出血熱,Dengue hemorrhagic fever
A92,其他蚊媒介病毒熱,Other mosquito-borne viral fevers
A92.0,奇孔古尼亞病毒疾病,Chikungunya virus disease
A92.1,歐尼昂－尼昂熱,O'nyong-nyong fever
A92.2,委內瑞拉馬型熱病,Venezuelan equine fever
A92.3,西尼羅河病毒感染,West Nile virus infection
A92.30,西尼羅河病毒感染,"West Nile virus infection, unspecified"
A92.31,西尼羅河病毒感染伴有腦炎,West Nile virus infection with encephalitis
A92.32,西尼羅病毒感染伴有其他神經病徵,West Nile virus infection with other neurologic manifestation
A92.39,西尼羅河病毒感染伴有其他併發症,West Nile virus infection with other complications
A92.4,裂谷熱,Rift Valley fever
A92.5,茲卡病毒疾病,Zika virus disease
A92.8,其他特定之蚊媒介病毒熱,Other specified mosquito-borne viral fevers
A92.9,蚊媒介病毒熱,"Mosquito-borne viral fever, unspecified"
A93,其他節肢動物媒介之病毒熱、他處未歸類者,"Other arthropod-borne viral fevers, not elsewhere classified"
A93.0,歐羅帕什病毒疾病,Oropouche virus disease
A93.1,沙蚊(白蛉)熱,Sandfly fever
A93.2,科羅拉多壁蝨熱,Colorado tick fever
A93.8,其他特定節肢動物媒介之病毒熱,Other specified arthropod-borne viral fevers
A94,節肢動物媒介病毒熱,Unspecified arthropod-borne viral fever
A95,黃熱病,Yellow fever
A95.0,森林型黃熱病,Sylvatic yellow fever
A95.1,都巿型黃熱病,Urban yellow fever
A95.9,黃熱病,"Yellow fever, unspecified"
A96,沙狀病毒性出血熱,Arenaviral hemorrhagic fever
A96.0,Junin出血熱,Junin hemorrhagic fever
A96.1,馬丘波出血熱,Machupo hemorrhagic fever
